danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.409,0.542,0,-7.617,1,0.0474,0.528,0.0,0.131,0.339,159.738,audio_features,7dcP3dkBK2SEplkgIZlwix,spotify:track:7dcP3dkBK2SEplkgIZlwix,https://api.spotify.com/v1/tracks/7dcP3dkBK2SEplkgIZlwix,https://api.spotify.com/v1/audio-analysis/7dcP3dkBK2SEplkgIZlwix,258834,4
0.704,0.87,11,-3.475,1,0.037,0.0377,0.0,0.0766,0.58,130.021,audio_features,0XI2IziElx00t7X5yDXPHB,spotify:track:0XI2IziElx00t7X5yDXPHB,https://api.spotify.com/v1/tracks/0XI2IziElx00t7X5yDXPHB,https://api.spotify.com/v1/audio-analysis/0XI2IziElx00t7X5yDXPHB,208474,4
0.693,0.582,4,-9.413,1,0.0264,0.0374,5.05e-06,0.186,0.754,116.038,audio_features,2nXqOSt013yj2osIS7zFA4,spotify:track:2nXqOSt013yj2osIS7zFA4,https://api.spotify.com/v1/tracks/2nXqOSt013yj2osIS7zFA4,https://api.spotify.com/v1/audio-analysis/2nXqOSt013yj2osIS7zFA4,243853,4
0.663,0.635,9,-5.113,1,0.0402,0.0738,0.0,0.0806,0.662,105.074,audio_features,0UpHEi794wCm1QMSLV6J4M,spotify:track:0UpHEi794wCm1QMSLV6J4M,https://api.spotify.com/v1/tracks/0UpHEi794wCm1QMSLV6J4M,https://api.spotify.com/v1/audio-analysis/0UpHEi794wCm1QMSLV6J4M,194453,4
0.556,0.338,6,-9.641,1,0.0402,0.595,0.0,0.113,0.355,71.996,audio_features,7kofyJoXSTuwQaBPrvqtiM,spotify:track:7kofyJoXSTuwQaBPrvqtiM,https://api.spotify.com/v1/tracks/7kofyJoXSTuwQaBPrvqtiM,https://api.spotify.com/v1/audio-analysis/7kofyJoXSTuwQaBPrvqtiM,244080,3
0.759,0.648,6,-7.528,1,0.0489,0.487,0.000494,0.0974,0.452,115.987,audio_features,7L4WcYnU9KhCqfzYTaKenr,spotify:track:7L4WcYnU9KhCqfzYTaKenr,https://api.spotify.com/v1/tracks/7L4WcYnU9KhCqfzYTaKenr,https://api.spotify.com/v1/audio-analysis/7L4WcYnU9KhCqfzYTaKenr,271354,4
0.459,0.567,8,-5.529,1,0.0271,0.75,0.0,0.136,0.156,145.816,audio_features,6rbZXBUHrCeh1ba03E5uaY,spotify:track:6rbZXBUHrCeh1ba03E5uaY,https://api.spotify.com/v1/tracks/6rbZXBUHrCeh1ba03E5uaY,https://api.spotify.com/v1/audio-analysis/6rbZXBUHrCeh1ba03E5uaY,256333,4
0.6,0.47,2,-7.211,1,0.0331,0.66,0.0,0.211,0.251,124.994,audio_features,6ai2DWHZnDWjpfUynXgmaa,spotify:track:6ai2DWHZnDWjpfUynXgmaa,https://api.spotify.com/v1/tracks/6ai2DWHZnDWjpfUynXgmaa,https://api.spotify.com/v1/audio-analysis/6ai2DWHZnDWjpfUynXgmaa,220443,4
0.592,0.469,2,-7.668,1,0.0293,0.828,0.0,0.198,0.558,129.959,audio_features,47qkmo2smLRBNlbzDEwZHS,spotify:track:47qkmo2smLRBNlbzDEwZHS,https://api.spotify.com/v1/tracks/47qkmo2smLRBNlbzDEwZHS,https://api.spotify.com/v1/audio-analysis/47qkmo2smLRBNlbzDEwZHS,228520,4
0.503,0.502,0,-9.469,1,0.0294,0.287,1.75e-05,0.096,0.118,137.968,audio_features,0qgZJeru7Sw3wRBOGV6H89,spotify:track:0qgZJeru7Sw3wRBOGV6H89,https://api.spotify.com/v1/tracks/0qgZJeru7Sw3wRBOGV6H89,https://api.spotify.com/v1/audio-analysis/0qgZJeru7Sw3wRBOGV6H89,266383,4
0.5,0.292,0,-8.554,1,0.0323,0.746,0.0,0.188,0.37,145.879,audio_features,1almCHdsfikRPfVB9VrEdT,spotify:track:1almCHdsfikRPfVB9VrEdT,https://api.spotify.com/v1/tracks/1almCHdsfikRPfVB9VrEdT,https://api.spotify.com/v1/audio-analysis/1almCHdsfikRPfVB9VrEdT,185200,4
0.471,0.432,4,-7.846,0,0.0454,0.859,0.0,0.0915,0.159,129.386,audio_features,5R3KGS53DCrlbi6cxECAEH,spotify:track:5R3KGS53DCrlbi6cxECAEH,https://api.spotify.com/v1/tracks/5R3KGS53DCrlbi6cxECAEH,https://api.spotify.com/v1/audio-analysis/5R3KGS53DCrlbi6cxECAEH,288733,4
0.696,0.504,4,-6.499,1,0.0283,0.622,0.0,0.107,0.585,144.071,audio_features,5Cs9jAo8be6es60RCmmU0Y,spotify:track:5Cs9jAo8be6es60RCmmU0Y,https://api.spotify.com/v1/tracks/5Cs9jAo8be6es60RCmmU0Y,https://api.spotify.com/v1/audio-analysis/5Cs9jAo8be6es60RCmmU0Y,289254,4
0.156,0.324,5,-10.839,0,0.0337,0.894,0.922,0.104,0.18,97.274,audio_features,3CLgIwptrXVh7oYmuexqVD,spotify:track:3CLgIwptrXVh7oYmuexqVD,https://api.spotify.com/v1/tracks/3CLgIwptrXVh7oYmuexqVD,https://api.spotify.com/v1/audio-analysis/3CLgIwptrXVh7oYmuexqVD,301507,3
0.692,0.453,9,-7.131,1,0.0299,0.263,0.000549,0.0836,0.351,99.976,audio_features,7tgzj2IqzSgUpxUhjmcF5m,spotify:track:7tgzj2IqzSgUpxUhjmcF5m,https://api.spotify.com/v1/tracks/7tgzj2IqzSgUpxUhjmcF5m,https://api.spotify.com/v1/audio-analysis/7tgzj2IqzSgUpxUhjmcF5m,349774,4
0.431,0.2,2,-10.87,1,0.0449,0.787,0.0,0.257,0.309,210.534,audio_features,5EIfRhrHwSCa4rhA4jXyES,spotify:track:5EIfRhrHwSCa4rhA4jXyES,https://api.spotify.com/v1/tracks/5EIfRhrHwSCa4rhA4jXyES,https://api.spotify.com/v1/audio-analysis/5EIfRhrHwSCa4rhA4jXyES,232333,4
0.409,0.332,11,-11.994,1,0.0331,0.721,0.00945,0.292,0.487,91.747,audio_features,4BAkJk9QFtYWycVXRvhmhk,spotify:track:4BAkJk9QFtYWycVXRvhmhk,https://api.spotify.com/v1/tracks/4BAkJk9QFtYWycVXRvhmhk,https://api.spotify.com/v1/audio-analysis/4BAkJk9QFtYWycVXRvhmhk,150010,4
0.491,0.463,9,-6.91,1,0.0263,0.525,0.0,0.345,0.245,150.101,audio_features,6oMCbuCGvSDWsVJdznassw,spotify:track:6oMCbuCGvSDWsVJdznassw,https://api.spotify.com/v1/tracks/6oMCbuCGvSDWsVJdznassw,https://api.spotify.com/v1/audio-analysis/6oMCbuCGvSDWsVJdznassw,263107,4
0.55,0.39,6,-11.387,1,0.0309,0.602,0.0,0.108,0.305,136.083,audio_features,0QgEc0U2cCBbj5EgTq7D1A,spotify:track:0QgEc0U2cCBbj5EgTq7D1A,https://api.spotify.com/v1/tracks/0QgEc0U2cCBbj5EgTq7D1A,https://api.spotify.com/v1/audio-analysis/0QgEc0U2cCBbj5EgTq7D1A,273227,4
0.549,0.393,10,-8.691,1,0.0366,0.589,0.0,0.136,0.352,129.521,audio_features,0hEFpdoj2feFvKNs13MSwa,spotify:track:0hEFpdoj2feFvKNs13MSwa,https://api.spotify.com/v1/tracks/0hEFpdoj2feFvKNs13MSwa,https://api.spotify.com/v1/audio-analysis/0hEFpdoj2feFvKNs13MSwa,248800,4
0.561,0.686,6,-6.273,0,0.0473,0.267,0.0,0.137,0.22,89.97,audio_features,5cRKj1kynNFqiliT2ndZ3y,spotify:track:5cRKj1kynNFqiliT2ndZ3y,https://api.spotify.com/v1/tracks/5cRKj1kynNFqiliT2ndZ3y,https://api.spotify.com/v1/audio-analysis/5cRKj1kynNFqiliT2ndZ3y,227680,4
0.663,0.695,1,-5.822,0,0.042,0.324,0.0,0.0936,0.817,153.922,audio_features,3Hk79TQO3vakN6cR8BdFKM,spotify:track:3Hk79TQO3vakN6cR8BdFKM,https://api.spotify.com/v1/tracks/3Hk79TQO3vakN6cR8BdFKM,https://api.spotify.com/v1/audio-analysis/3Hk79TQO3vakN6cR8BdFKM,201011,4
0.712,0.0784,4,-19.067,1,0.0544,0.739,0.0,0.107,0.642,121.443,audio_features,1et7vATtyqLfNMjTTZIYk1,spotify:track:1et7vATtyqLfNMjTTZIYk1,https://api.spotify.com/v1/tracks/1et7vATtyqLfNMjTTZIYk1,https://api.spotify.com/v1/audio-analysis/1et7vATtyqLfNMjTTZIYk1,150174,4
0.714,0.686,11,-6.333,1,0.0445,0.203,7.76e-06,0.102,0.828,127.015,audio_features,1bQhZOoXYqjXs7u7rFXo0h,spotify:track:1bQhZOoXYqjXs7u7rFXo0h,https://api.spotify.com/v1/tracks/1bQhZOoXYqjXs7u7rFXo0h,https://api.spotify.com/v1/audio-analysis/1bQhZOoXYqjXs7u7rFXo0h,231653,4
0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,audio_features,3rmo8F54jFF8OgYsqTxm5d,spotify:track:3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/tracks/3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/audio-analysis/3rmo8F54jFF8OgYsqTxm5d,230747,4
0.661,0.503,11,-8.193,0,0.0531,0.235,0.0,0.379,0.581,134.891,audio_features,2CMP62W6C4T0XzeQuHx8Et,spotify:track:2CMP62W6C4T0XzeQuHx8Et,https://api.spotify.com/v1/tracks/2CMP62W6C4T0XzeQuHx8Et,https://api.spotify.com/v1/audio-analysis/2CMP62W6C4T0XzeQuHx8Et,160837,4
