Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
51dVE9YuXjzImqIdWwGZRX,"4gLjewMzkKRnCZ6pPxoHbj","Muse","Muse","Kedam",2021-05-21,209533,45,spotify:user:electropos%C3%A9,2023-03-20T17:38:58Z,"new french touch",0.792,0.69,9,-10.307,0,0.107,0.00728,0.00195,0.103,0.248,118.032,4
1YNejxrTddSkGseyZRDZRG,"4VivsO1n4n2Mi2Btyb5gfL","C.U.D.I (Can U Dig It)","Yesteryear","Cosmo's Midnight",2020-10-02,223990,49,spotify:user:electropos%C3%A9,2023-03-20T17:38:58Z,"australian dance,australian indie,edm,indie dream pop,indie soul",0.609,0.878,11,-6.587,1,0.0438,0.0344,0.123,0.202,0.674,113.985,4
3Dv1eDb0MEgF93GpLXlucZ,"5cj0lLjcoR7YOSnhnX0Po5","Say So","Hot Pink","Doja Cat",2019-11-07,237893,77,spotify:user:electropos%C3%A9,2023-03-20T17:38:58Z,"dance pop,pop",0.787,0.673,11,-4.583,0,0.159,0.264,0.00000335,0.0904,0.779,110.962,4
4xJgLXFUkIkILn6Z5IHBtD,"4NTnwCK3RqTBH7TFIQrkfL","Flower","Flower","PLÜM",2020-03-27,166607,61,spotify:user:electropos%C3%A9,2023-03-20T17:38:58Z,"new french touch",0.697,0.751,5,-8.253,0,0.0943,0.343,0.00291,0.136,0.305,111.985,4
2JzXBqTIVHYX43t7EcLyMs,"2lJ6K4PTrrweXhRiqh1CZE,1JPZHb1qziDJ05n0a1OvfW","Following The Sun","Following The Sun","SUPER-Hi,NEEKA",2020-10-02,206226,5,spotify:user:electropos%C3%A9,2023-03-20T17:38:58Z,"",0.733,0.827,6,-4.432,0,0.033,0.394,0.0252,0.136,0.722,127.021,4
5YtYcFS94MPHrutXuSUiVi,"60rE8L4eGCSSaJCS1kqNKy","15 Minutes","15 Minutes","Julian Lamadrid",2021-04-15,179093,44,spotify:user:electropos%C3%A9,2023-03-20T17:38:58Z,"indie electropop,uae indie",0.688,0.826,4,-4.061,1,0.0378,0.03,0,0.337,0.826,125.005,4
78OUb595YUsVKuo3hk4Gik,"4gLjewMzkKRnCZ6pPxoHbj","Shy Girl","Shy Girl","Kedam",2017-01-20,224104,0,spotify:user:electropos%C3%A9,2023-03-20T17:38:58Z,"new french touch",0.788,0.711,11,-9.564,1,0.0694,0.244,0.0000021,0.223,0.13,113.048,4
4iJyoBOLtHqaGxP12qzhQI,"1uNFoZAHBGtllmzznpCI3s,20wkVLutqVOYrc0kxFs7rA,4fxd5Ee7UefO4CUXgwJ7IP","Peaches (feat. Daniel Caesar & Giveon)","Justice","Justin Bieber,Daniel Caesar,Giveon",2021-03-19,198081,82,spotify:user:electropos%C3%A9,2023-03-20T17:38:58Z,"canadian pop,pop,canadian contemporary r&b,r&b",0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,4
2K036A2TOlSr13Ej8s6ODk,"7qmpXeNz2ojlMl2EEfkeLs,0IErJSgNHRD1DAH0X7yHvn","Never Go Wrong","Never Go Wrong","Nicky Youre,david hugo",2022-03-25,155962,0,spotify:user:electropos%C3%A9,2023-03-20T17:38:58Z,"pop,chill r&b,modern indie pop",0.587,0.84,5,-6.455,1,0.115,0.0719,0,0.276,0.932,164.996,4
3yZuIZOZCBImbR0SKTkj7S,"4pw9tq7xIe5cZLPS7xivyL","Beautiful","Beautiful","Lvne",2020-12-08,177611,58,spotify:user:electropos%C3%A9,2023-03-20T17:38:58Z,"new french touch",0.731,0.683,7,-10.692,1,0.181,0.206,0.082,0.556,0.156,122.982,4
